dg_id,player_name
28617,"Shepherd, Laird"
28635,"McCarty, Matt"
28984,"Puig, David"
29195,"De la Fuente, Santiago"
29197,"Brennan, Michael"
29230,"Piot, James"
29327,"Greaser, Austin"
29328,"Jarvis, Aaron"
29496,"Bingaman, Brandon"
29497,"Feenstra, Tim"
29498,"Hurt, Austin"
29499,"Inglis, Colin"
29500,"Ishee, Nic"
29501,"Jones, Jared"
29502,"Newman, Dylan"
29503,"Oakley, Zac"
29765,"Beckler, Andrew"
29766,"Calkins, Brady"
29767,"Gerard, Ryan"
29768,"Lorenz, Ben"
29769,"Moldovan, Maxwell"
29770,"Mouw, William"
29771,"Vick, Travis"
29947,"Brown, Barclay"
29971,"Bradbury, Dan"
30732,"Carr, Ben"
30814,"Sargent, Gordon"
30891,"Morales, Omar"
31027,"Shattuck, Braden"
31028,"Sanger, Chris"
31029,"Grove, Russell"
31030,"Cahill, Matt"
31123,"Christensen, Tiger"
31188,"Valdes, Brendan"
31189,"Simmons, Isaac"
31190,"Cavaliere, Christian"
31366,"Maguire, Alex"
32055,"Shipley, Neal"
32184,"Phillips, Tracy"
32185,"Bevell, Josh"
10006693,"Tanigawa, Ken"
(blank),(blank)
Grand Total,
